INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jepywf', '女', '0000000000', 'zy', '08012004', '04-07-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Snuyjpl', '男', '0000004692', 'jx', '08012004', '04-23-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bgha', '女', '0000004693', 'jd', '08012012', '09-03-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lplx', '男', '0000004694', 'jx', '08012014', '09-27-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Axkqhss', '女', '0000004695', 'zd', '08012013', '09-12-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nhimcdw', '男', '0000004696', 'yh', '08012005', '08-14-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dylufm', NULL, '0000004697', 'zy', '08012007', '08-18-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Staciof', '女', '0000004698', 'yh', '08012018', '08-08-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Htzl', '女', '0000004699', 'gl', '08012000', '05-19-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Noizssdf', '男', '0000004700', 'yh', '08012022', '12-12-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fzdbh', '女', '0000004701', 'zd', '08012017', '08-06-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hclufoe', '女', '0000004702', 'zy', '08012016', '11-22-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rfqbxfnz', '女', '0000004703', 'gl', '08012003', '11-14-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Iwywgxit', '女', '0000004704', 'zd', '08012005', '11-19-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nzaifpc', '女', '0000004705', 'yh', '08012022', '03-24-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tpabz', '女', '0000004706', 'zd', '08012016', '01-06-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ltxxgtd', '女', '0000004707', 'zy', '08012009', '08-09-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Clhthjwk', NULL, '0000004708', 'zy', '08012022', '04-15-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Prywu', '男', '0000004709', 'zd', '08012003', '09-07-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cohms', '男', '0000004710', 'zd', '08012023', '02-17-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Calulwgm', '男', '0000004711', 'yh', '08012001', '05-20-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kojco', '男', '0000004712', 'js', '08012020', '10-12-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vndeshq', '男', '0000004713', 'gl', '08012010', '04-03-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vdwhtf', '男', '0000004714', 'yh', '08012006', '02-10-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vfmc', '女', '0000004715', 'gl', '08012023', '03-13-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cdcodkzg', '男', '0000004716', 'zy', '08012002', '11-22-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Iafhsvly', '男', '0000004717', 'yh', '08012019', '06-10-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Arsy', '男', '0000004718', 'jd', '08012022', '04-12-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vwhjcf', '女', '0000004719', 'yh', '08012013', '07-21-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ltjr', '男', '0000004720', 'js', '08012019', '11-22-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sgoqjliq', '男', '0000004721', 'jx', '08012006', '09-19-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lazciv', '男', '0000004722', 'gl', '08012001', '12-12-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ybgau', '女', '0000004723', 'jx', '08012003', '01-31-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xtbxftc', '女', '0000004724', 'jd', '08012015', '02-20-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jsnygz', '女', '0000004725', 'zy', '08012002', '01-06-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Frafqfg', '女', '0000004726', 'zd', '08012011', '04-26-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ocbaitbf', '男', '0000004727', 'jd', '08012018', '06-24-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nkwmyb', '男', '0000004728', 'jx', '08012020', '10-31-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yffywuh', '女', '0000004729', 'js', '08012011', '06-19-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Uchxlyo', '男', '0000004730', 'zd', '08012009', '05-31-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yfmpqfy', '女', '0000004731', 'jx', '08012013', '09-18-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Whxuvb', '男', '0000004732', 'yh', '08012002', '07-13-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rvgg', '男', '0000004733', 'jd', '08012004', '01-24-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zrnu', '男', '0000004734', 'jd', '08012016', '10-28-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ashvx', '女', '0000004735', 'yh', '08012009', '04-02-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wluq', '男', '0000004736', 'gl', '08012022', '05-20-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tfahufh', '女', '0000004737', 'jd', '08012004', '08-02-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Spxybgkz', '女', '0000004738', 'zd', '08012012', '03-02-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Awvhvzm', '女', '0000004739', 'js', '08012020', '06-15-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nxqeqydf', '女', '0000004740', 'yh', '08012005', '05-24-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pctbkl', '女', '0000004741', 'jd', '08012004', '06-27-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ufpi', '女', '0000004742', 'jx', '08012010', '11-25-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dlnwg', '男', '0000004743', 'js', '08012019', '12-08-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Laxulcse', '男', '0000004744', 'jd', '08012018', '02-03-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cdmtnne', '男', '0000004745', 'zy', '08012019', '06-23-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tzwjg', '男', '0000004746', 'zd', '08012015', '09-12-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ytqku', '男', '0000004747', 'jx', '08012006', '12-12-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lhywfydn', '女', '0000004748', 'jd', '08012021', '07-21-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yifmb', '男', '0000004749', 'yh', '08012015', '11-05-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kkmmxki', '男', '0000004750', 'jx', '08012009', '12-25-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tsuk', '男', '0000004751', 'gl', '08012022', '03-28-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wgpmj', '女', '0000004752', 'zd', '08012013', '04-29-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sotcwux', NULL, '0000004753', 'js', '08012011', '04-04-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qfrz', '男', '0000004754', 'zd', '08012002', '04-25-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ynrzfp', '男', '0000004755', 'js', '08012008', '02-01-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Osyesle', '女', '0000004756', 'zd', '08012019', '08-15-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tbcnoola', '男', '0000004757', 'zy', '08012003', '01-06-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gwlvyu', '女', '0000004758', 'zy', '08012022', '10-18-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hlctc', '男', '0000004759', 'zd', '08012010', '04-01-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ywci', '女', '0000004760', 'jd', '08012020', '04-29-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zdyplm', '女', '0000004761', 'zy', '08012020', '11-25-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sgtmmybi', '女', '0000004762', 'jx', '08012000', '08-22-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hxtr', '女', '0000004763', 'js', '08012009', '12-11-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fmtf', '男', '0000004764', 'gl', '08012008', '12-28-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lmrdfgxq', '女', '0000004765', 'js', '08012001', '05-15-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ddhktzk', '女', '0000004766', 'gl', '08012010', '05-06-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hkop', '女', '0000004767', 'jx', '08012011', '09-03-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Texgpypl', '女', '0000004768', 'jx', '08012007', '04-30-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yqnhpfk', '女', '0000004769', 'jx', '08012012', '01-11-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Okhg', '女', '0000004770', 'gl', '08012012', '01-16-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pron', NULL, '0000004771', 'gl', '08012019', '09-07-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cfyolp', '女', '0000004772', 'zd', '08012018', '02-26-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qebf', '女', '0000004773', 'js', '08012019', '05-16-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Quenie', '男', '0000004774', 'zy', '08012005', '12-19-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tspqir', '女', '0000004775', 'js', '08012004', '01-14-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ozinrzh', '女', '0000004776', 'zd', '08012013', '02-20-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qljncj', '男', '0000004777', 'yh', '08012023', '04-08-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Swjwi', '男', '0000004778', 'yh', '08012014', '01-13-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kkzfwwp', '女', '0000004779', 'gl', '08012004', '05-30-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tzebrt', '女', '0000004780', 'jd', '08012006', '02-12-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cvqndopt', '女', '0000004781', 'jd', '08012004', '07-17-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hhtp', '男', '0000004782', 'jx', '08012017', '12-25-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Apqou', '女', '0000004783', 'gl', '08012006', '01-12-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zdmerlq', '男', '0000004784', 'gl', '08012005', '07-17-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qqpenkaw', '女', '0000004785', 'jd', '08012012', '07-10-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Torgray', '女', '0000004786', 'js', '08012011', '08-22-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sncgied', '女', '0000004787', 'gl', '08012001', '06-07-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Etbpr', '女', '0000004788', 'zd', '08012018', '11-12-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Llaxde', '女', '0000004789', 'jx', '08012018', '12-17-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Aypeaf', '男', '0000004790', 'jx', '08012023', '04-02-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qgfmp', '女', '0000004791', 'jx', '08012023', '03-11-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cjclabi', '女', '0000004792', 'jd', '08012009', '08-13-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yixbo', '男', '0000004793', 'jx', '08012012', '09-19-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Uykh', '女', '0000004794', 'zy', '08012018', '01-13-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Aakupww', '男', '0000004795', 'jx', '08012003', '09-23-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bnvathj', '男', '0000004796', 'jd', '08012016', '11-06-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Klouwsm', '男', '0000004797', 'js', '08012003', '10-14-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cxoewoe', '男', '0000004798', 'zd', '08012002', '02-15-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lyiq', '男', '0000004799', 'jx', '08012006', '11-15-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vlfaoorj', '女', '0000004800', 'js', '08012001', '08-05-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gtpok', NULL, '0000004801', 'jd', '08012002', '02-19-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ppuctvqp', '女', '0000004802', 'zd', '08012020', '01-28-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lpgbdhz', '男', '0000004803', 'jx', '08012006', '09-29-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Orvb', '女', '0000004804', 'gl', '08012019', '05-03-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Uxcgmgv', '男', '0000004805', 'yh', '08012004', '04-05-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qlnlvlq', '女', '0000004806', 'zd', '08012022', '01-07-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gvfi', NULL, '0000004807', 'gl', '08012011', '06-02-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ngxf', '女', '0000004808', 'zd', '08012017', '06-04-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Eqteyckp', '女', '0000004809', 'zy', '08012018', '01-11-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xjdni', '男', '0000004810', 'jx', '08012000', '05-31-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ztwg', '女', '0000004811', 'yh', '08012019', '09-01-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lmtfrxy', '女', '0000004812', 'yh', '08012007', '06-14-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lrhmhr', '男', '0000004813', 'yh', '08012022', '04-12-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ktjtzc', NULL, '0000004814', 'jx', '08012023', '08-24-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ykst', '女', '0000004815', 'yh', '08012007', '09-13-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sgutw', '女', '0000004816', 'jx', '08012022', '07-22-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ybfguzsd', '女', '0000004817', 'zy', '08012003', '04-03-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fwazky', '女', '0000004818', 'jx', '08012012', '05-30-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Csonjgot', '男', '0000004819', 'jd', '08012000', '03-16-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lepgi', '男', '0000004820', 'zy', '08012009', '07-24-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gytt', '女', '0000004821', 'js', '08012007', '04-08-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xorgdgov', '男', '0000004822', 'zy', '08012007', '01-02-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nryqlc', NULL, '0000004823', 'js', '08012019', '09-17-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kwjs', '男', '0000004824', 'jd', '08012023', '06-17-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Knkeyn', '女', '0000004825', 'zy', '08012011', '12-20-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kjdrfgmm', '男', '0000004826', 'zy', '08012022', '07-17-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tjmdebdk', '女', '0000004827', 'js', '08012020', '04-22-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mnjwnkw', '男', '0000004828', 'jx', '08012021', '02-27-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gngnxzg', '女', '0000004829', 'jd', '08012007', '03-15-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ewqv', '男', '0000004830', 'zy', '08012022', '05-17-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lwezg', '女', '0000004831', 'zd', '08012003', '05-16-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pxjd', '女', '0000004832', 'yh', '08012021', '10-29-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jvitwrx', '男', '0000004833', 'yh', '08012006', '09-12-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mcoio', '男', '0000004834', 'yh', '08012012', '01-25-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Glolsmo', '男', '0000004835', 'js', '08012010', '11-27-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Puiyf', '女', '0000004836', 'yh', '08012009', '08-13-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kprv', '男', '0000004837', 'zy', '08012007', '02-04-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tumwq', '女', '0000004838', 'yh', '08012002', '11-01-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Brcacmiy', '男', '0000004839', 'zd', '08012018', '03-12-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rnyees', '女', '0000004840', 'jd', '08012012', '10-03-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Patiuv', '女', '0000004841', 'zd', '08012004', '06-15-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kentmbtz', '女', '0000004842', 'gl', '08012018', '11-10-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zjtuimmc', '女', '0000004843', 'js', '08012019', '11-07-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tsmda', '男', '0000004844', 'zd', '08012020', '08-12-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rxrdlsdf', '男', '0000004845', 'zy', '08012004', '09-16-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gdwctmpf', '女', '0000004846', 'gl', '08012007', '01-09-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ftkvcx', '男', '0000004847', 'zd', '08012011', '06-09-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bnrr', '男', '0000004848', 'yh', '08012021', '04-10-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ohcu', '男', '0000004849', 'zd', '08012001', '09-16-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Uokfihc', '女', '0000004850', 'js', '08012007', '11-16-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mnyu', '男', '0000004851', 'zy', '08012008', '10-08-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ktmhonpo', '女', '0000004852', 'zy', '08012007', '06-15-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kzso', '女', '0000004853', 'zd', '08012021', '04-13-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tcvdzur', '女', '0000004854', 'jd', '08012002', '03-25-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Reqi', '男', '0000004855', 'zy', '08012005', '04-16-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qkezpvm', '男', '0000004856', 'jd', '08012002', '11-18-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fkvkqmso', '女', '0000004857', 'gl', '08012023', '07-25-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sabc', '男', '0000004858', 'yh', '08012023', '11-01-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jwlssyt', '男', '0000004859', 'jd', '08012017', '09-05-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rihn', '女', '0000004860', 'yh', '08012008', '09-21-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Duldku', '女', '0000004861', 'jd', '08012003', '09-08-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wrfzem', '女', '0000004862', 'zd', '08012017', '12-31-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ducannx', '男', '0000004863', 'zd', '08012011', '11-22-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zrts', '男', '0000004864', 'js', '08012011', '01-31-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tayea', '男', '0000004865', 'zy', '08012021', '06-05-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nkpl', '男', '0000004866', 'jx', '08012019', '08-02-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ycwv', '女', '0000004867', 'gl', '08012006', '03-08-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pqlu', '女', '0000004868', 'zd', '08012015', '08-21-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xdifk', '女', '0000004869', 'zy', '08012021', '04-16-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mhodgese', '男', '0000004870', 'jx', '08012019', '08-03-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xdpnvdln', '男', '0000004871', 'yh', '08012015', '09-14-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yfstnxnj', '男', '0000004872', 'gl', '08012010', '11-08-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tzwgexuh', '女', '0000004873', 'jd', '08012001', '05-27-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zrkiy', '男', '0000004874', 'zy', '08012014', '04-25-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Norlys', '女', '0000004875', 'zy', '08012006', '06-25-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Stibfgyw', '女', '0000004876', 'yh', '08012023', '06-12-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nygm', '男', '0000004877', 'yh', '08012021', '05-08-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Elvcrof', '男', '0000004878', 'jd', '08012011', '08-18-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jyhddcge', '男', '0000004879', 'gl', '08012000', '10-17-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ozabe', '男', '0000004880', 'zd', '08012000', '12-25-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Agsl', '女', '0000004881', 'gl', '08012008', '05-24-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Khhbjvt', '男', '0000004882', 'yh', '08012019', '05-07-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kifq', '女', '0000004883', 'zy', '08012000', '03-16-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Krbo', '男', '0000004884', 'zd', '08012003', '09-28-1981');
